Vj,Vk,xi(Vk/Vj),dxi(Vk/Vj),Vi,xi(Vj/Vi),dxi(Vj/Vi),Vk/Vi,xi(Vk/Vi),dxi(Vk/Vi)
5.27,4.58,0.7975,0.0294,4.89,1.127,0.0133,0.9366,0.8988,0.0348
5.15,5.92,1.235,0.0136,4.89,1.077,0.0129,1.2106,1.3301,0.0216
5.15,5.56,1.124,0.0253,4.89,1.077,0.0129,1.137,1.2105,0.0309
5.15,5.36,1.0695,0.0196,4.89,1.077,0.0129,1.0961,1.1519,0.0252
5.15,5.27,1.046,0.0132,4.89,1.077,0.0129,1.0777,1.1265,0.0196
5.15,5.15,1.0,0.0114,4.89,1.077,0.0129,1.0532,1.077,0.0178
5.15,5.0,0.968,0.0132,4.89,1.077,0.0129,1.0225,1.0425,0.0189
5.15,4.81,0.8985,0.0197,4.89,1.077,0.0129,0.9836,0.9677,0.0242
5.15,4.7,0.874,0.0199,4.89,1.077,0.0129,0.9611,0.9413,0.0242
5.15,4.58,0.8395,0.0279,4.89,1.077,0.0129,0.9366,0.9041,0.0319
5.0,5.92,1.277,0.0143,4.89,1.042,0.0133,1.2106,1.3306,0.0226
5.0,5.56,1.163,0.0263,4.89,1.042,0.0133,1.137,1.2118,0.0315
5.0,5.36,1.104,0.0202,4.89,1.042,0.0133,1.0961,1.1504,0.0257
5.0,5.27,1.0815,0.0134,4.89,1.042,0.0133,1.0777,1.1269,0.02
5.0,5.15,1.033,0.0129,4.89,1.042,0.0133,1.0532,1.0764,0.0192
5.0,5.0,1.0,0.0124,4.89,1.042,0.0133,1.0225,1.042,0.0185
5.0,4.81,0.9305,0.0192,4.89,1.042,0.0133,0.9836,0.9696,0.0235
5.0,4.7,0.9055,0.0199,4.89,1.042,0.0133,0.9611,0.9435,0.024
5.0,4.58,0.8675,0.028,4.89,1.042,0.0133,0.9366,0.9039,0.0314
4.89,5.92,1.3305,0.0141,4.89,1.0,0.014,1.2106,1.3305,0.0234
4.89,5.56,1.2145,0.0261,4.89,1.0,0.014,1.137,1.2145,0.0311
4.89,5.36,1.1505,0.0193,4.89,1.0,0.014,1.0961,1.1505,0.0251
4.89,5.27,1.127,0.0133,4.89,1.0,0.014,1.0777,1.127,0.0206
4.89,5.15,1.077,0.0129,4.89,1.0,0.014,1.0532,1.077,0.0198
4.89,5.0,1.042,0.0133,4.89,1.0,0.014,1.0225,1.042,0.0197
4.89,4.81,0.972,0.0187,4.89,1.0,0.014,0.9836,0.972,0.0231
4.89,4.7,0.9415,0.0199,4.89,1.0,0.014,0.9611,0.9415,0.0239
4.89,4.58,0.904,0.0277,4.89,1.0,0.014,0.9366,0.904,0.0305
4.81,5.92,1.369,0.0151,4.89,0.972,0.0187,1.2106,1.3307,0.0295
4.81,5.56,1.245,0.0269,4.89,0.972,0.0187,1.137,1.2101,0.035
4.81,5.36,1.1845,0.0208,4.89,0.972,0.0187,1.0961,1.1513,0.03
4.81,5.27,1.1615,0.0137,4.89,0.972,0.0187,1.0777,1.129,0.0255
4.81,5.15,1.1135,0.0132,4.89,0.972,0.0187,1.0532,1.0823,0.0245
4.81,5.0,1.0735,0.0137,4.89,0.972,0.0187,1.0225,1.0434,0.0241
4.81,4.81,1.0,0.0183,4.89,0.972,0.0187,0.9836,0.972,0.0258
4.81,4.7,0.972,0.0213,4.89,0.972,0.0187,0.9611,0.9448,0.0276
4.81,4.58,0.937,0.0289,4.89,0.972,0.0187,0.9366,0.9108,0.0331
4.7,5.92,1.4105,0.015,4.89,0.9415,0.0199,1.2106,1.328,0.0314
4.7,5.56,1.286,0.0269,4.89,0.9415,0.0199,1.137,1.2108,0.036
4.7,5.36,1.2225,0.0198,4.89,0.9415,0.0199,1.0961,1.151,0.0306
4.7,5.27,1.1985,0.013,4.89,0.9415,0.0199,1.0777,1.1284,0.0268
4.7,5.15,1.142,0.0131,4.89,0.9415,0.0199,1.0532,1.0752,0.0259
4.7,5.0,1.106,0.013,4.89,0.9415,0.0199,1.0225,1.0413,0.0252
4.7,4.81,1.029,0.0193,4.89,0.9415,0.0199,0.9836,0.9688,0.0274
4.7,4.7,1.0,0.018,4.89,0.9415,0.0199,0.9611,0.9415,0.0261
4.7,4.58,0.9565,0.0284,4.89,0.9415,0.0199,0.9366,0.9005,0.0328
4.58,5.92,1.4755,0.017,4.89,0.904,0.0277,1.2106,1.3339,0.0437
4.58,5.56,1.336,0.0283,4.89,0.904,0.0277,1.137,1.2077,0.045
4.58,5.36,1.273,0.0215,4.89,0.904,0.0277,1.0961,1.1508,0.0403
4.58,5.27,1.252,0.0149,4.89,0.904,0.0277,1.0777,1.1318,0.0372
4.58,5.15,1.1905,0.0142,4.89,0.904,0.0277,1.0532,1.0762,0.0354
4.58,5.0,1.1515,0.0143,4.89,0.904,0.0277,1.0225,1.041,0.0344
4.58,4.81,1.0825,0.0215,4.89,0.904,0.0277,0.9836,0.9786,0.0357
4.58,4.7,1.0425,0.0216,4.89,0.904,0.0277,0.9611,0.9424,0.0349
4.58,4.58,1.0,0.0278,4.89,0.904,0.0277,0.9366,0.904,0.0374
